# data/reports/report-Feb-12-2015-13h13.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-fcq.13.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.8913s    | -
ScalObject-fcq.13.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.2711s    | -
ScalObject-fcq.13.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.1112s    | -
ScalObject-fcq.13.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.273s     | -
ScalObject-fcq.13.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.2488s    | -
ScalObject-fcq.13.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.087s     | -
ScalObject-fcq.13.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0053s    | -
ScalObject-fcq.13.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0045s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.14.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.6248s    | -
ScalObject-fcq.14.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.8598s    | -
ScalObject-fcq.14.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2475s    | -
ScalObject-fcq.14.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 1.0331s    | -
ScalObject-fcq.14.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2528s    | -
ScalObject-fcq.14.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.1875s    | -
ScalObject-fcq.14.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.2496s    | -
ScalObject-fcq.14.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.4247s    | -
ScalObject-fcq.14.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.0971s    | -
ScalObject-fcq.14.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.0044s    | -
ScalObject-fcq.14.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.15.log   | Enumerate+C   | 20    | 1.7 ± 0.8   | 1.1252s    | -
ScalObject-fcq.15.log   | Counting(4)   | 20    | 1.7 ± 0.8   | 0.766s     | -
ScalObject-fcq.15.log   | Counting(4)+R | 20    | 1.7 ± 0.8   | 0.3115s    | -
ScalObject-fcq.15.log   | Counting(2)   | 20    | 1.7 ± 0.8   | 0.9373s    | -
ScalObject-fcq.15.log   | Counting(2)+R | 20    | 1.7 ± 0.8   | 0.3222s    | -
ScalObject-fcq.15.log   | Counting(0)   | 20    | 1.7 ± 0.8   | 1.1275s    | -
ScalObject-fcq.15.log   | Counting(0)+R | 20    | 1.7 ± 0.8   | 0.3297s    | -
ScalObject-fcq.15.log   | Symbolic      | 20    | 1.7 ± 0.8   | 0.3646s    | -
ScalObject-fcq.15.log   | Symbolic+R    | 20    | 1.7 ± 0.8   | 0.1252s    | -
ScalObject-fcq.15.log   | Saturate      | 20    | 1.7 ± 0.8   | 0.0048s    | -
ScalObject-fcq.15.log   | Saturate+R    | 20    | 1.7 ± 0.8   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.16.log   | Enumerate+C   | 20    | 1.7 ± 0.7   | 0.3149s    | -
ScalObject-fcq.16.log   | Counting(4)   | 20    | 1.7 ± 0.7   | 0.7868s    | -
ScalObject-fcq.16.log   | Counting(4)+R | 20    | 1.7 ± 0.7   | 0.2619s    | -
ScalObject-fcq.16.log   | Counting(2)   | 20    | 1.7 ± 0.7   | 0.9047s    | -
ScalObject-fcq.16.log   | Counting(2)+R | 20    | 1.7 ± 0.7   | 0.2532s    | -
ScalObject-fcq.16.log   | Counting(0)   | 20    | 1.7 ± 0.7   | 1.1185s    | -
ScalObject-fcq.16.log   | Counting(0)+R | 20    | 1.7 ± 0.7   | 0.2817s    | -
ScalObject-fcq.16.log   | Symbolic      | 20    | 1.7 ± 0.7   | 0.4317s    | -
ScalObject-fcq.16.log   | Symbolic+R    | 20    | 1.7 ± 0.7   | 0.1177s    | -
ScalObject-fcq.16.log   | Saturate      | 20    | 1.7 ± 0.7   | 0.0053s    | -
ScalObject-fcq.16.log   | Saturate+R    | 20    | 1.7 ± 0.7   | 0.0049s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.17.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3428s    | -
ScalObject-fcq.17.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.563s     | -
ScalObject-fcq.17.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1511s    | -
ScalObject-fcq.17.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7542s    | -
ScalObject-fcq.17.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1577s    | -
ScalObject-fcq.17.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.2643s    | -
ScalObject-fcq.17.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1635s    | -
ScalObject-fcq.17.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1834s    | -
ScalObject-fcq.17.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0294s    | -
ScalObject-fcq.17.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0035s    | -
ScalObject-fcq.17.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.18.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 1.1666s    | -
ScalObject-fcq.18.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7025s    | -
ScalObject-fcq.18.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2478s    | -
ScalObject-fcq.18.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8783s    | -
ScalObject-fcq.18.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2541s    | -
ScalObject-fcq.18.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.2742s    | -
ScalObject-fcq.18.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2933s    | -
ScalObject-fcq.18.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3496s    | -
ScalObject-fcq.18.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0868s    | -
ScalObject-fcq.18.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0049s    | -
ScalObject-fcq.18.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0049s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.19.log   | Enumerate+C   | 20    | 1.5 ± 0.7   | 0.5323s    | -
ScalObject-fcq.19.log   | Counting(4)   | 20    | 1.5 ± 0.7   | 0.6705s    | -
ScalObject-fcq.19.log   | Counting(4)+R | 20    | 1.5 ± 0.7   | 0.2293s    | -
ScalObject-fcq.19.log   | Counting(2)   | 20    | 1.5 ± 0.7   | 0.7867s    | -
ScalObject-fcq.19.log   | Counting(2)+R | 20    | 1.5 ± 0.7   | 0.2263s    | -
ScalObject-fcq.19.log   | Counting(0)   | 20    | 1.5 ± 0.7   | 1.262s     | -
ScalObject-fcq.19.log   | Counting(0)+R | 20    | 1.5 ± 0.7   | 0.2542s    | -
ScalObject-fcq.19.log   | Symbolic      | 20    | 1.5 ± 0.7   | 0.3199s    | -
ScalObject-fcq.19.log   | Symbolic+R    | 20    | 1.5 ± 0.7   | 0.0801s    | -
ScalObject-fcq.19.log   | Saturate      | 20    | 1.5 ± 0.7   | 0.0055s    | -
ScalObject-fcq.19.log   | Saturate+R    | 20    | 1.5 ± 0.7   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.20.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.9483s    | -
ScalObject-fcq.20.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7073s    | -
ScalObject-fcq.20.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2827s    | -
ScalObject-fcq.20.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8726s    | -
ScalObject-fcq.20.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.287s     | -
ScalObject-fcq.20.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.2048s    | -
ScalObject-fcq.20.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.3601s    | -
ScalObject-fcq.20.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3351s    | -
ScalObject-fcq.20.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1257s    | -
ScalObject-fcq.20.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0046s    | -
ScalObject-fcq.20.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.21.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.319s     | -
ScalObject-fcq.21.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6157s    | -
ScalObject-fcq.21.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1661s    | -
ScalObject-fcq.21.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7722s    | -
ScalObject-fcq.21.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1733s    | -
ScalObject-fcq.21.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.137s     | -
ScalObject-fcq.21.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1973s    | -
ScalObject-fcq.21.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1697s    | -
ScalObject-fcq.21.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0392s    | -
ScalObject-fcq.21.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0059s    | -
ScalObject-fcq.21.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.22.log   | Enumerate+C   | 20    | 2.0 ± 0.9   | 1.436s     | -
ScalObject-fcq.22.log   | Counting(4)   | 20    | 2.0 ± 0.9   | 0.9442s    | -
ScalObject-fcq.22.log   | Counting(4)+R | 20    | 2.0 ± 0.9   | 0.9106s    | -
ScalObject-fcq.22.log   | Counting(2)   | 20    | 2.0 ± 0.9   | 0.9771s    | -
ScalObject-fcq.22.log   | Counting(2)+R | 20    | 2.0 ± 0.9   | 0.9088s    | -
ScalObject-fcq.22.log   | Counting(0)   | 20    | 2.0 ± 0.9   | 0.9442s    | -
ScalObject-fcq.22.log   | Counting(0)+R | 20    | 2.0 ± 0.9   | 0.7755s    | -
ScalObject-fcq.22.log   | Symbolic      | 20    | 2.0 ± 0.9   | 0.3789s    | -
ScalObject-fcq.22.log   | Symbolic+R    | 20    | 2.0 ± 0.9   | 0.3396s    | -
ScalObject-fcq.22.log   | Saturate      | 20    | 2.0 ± 0.9   | 0.0067s    | -
ScalObject-fcq.22.log   | Saturate+R    | 20    | 2.0 ± 0.9   | 0.0084s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.23.log   | Enumerate+C   | 20    | 1.4 ± 0.7   | 0.6856s    | -
ScalObject-fcq.23.log   | Counting(4)   | 20    | 1.4 ± 0.7   | 0.7007s    | -
ScalObject-fcq.23.log   | Counting(4)+R | 20    | 1.4 ± 0.7   | 0.1958s    | -
ScalObject-fcq.23.log   | Counting(2)   | 20    | 1.4 ± 0.7   | 0.8209s    | -
ScalObject-fcq.23.log   | Counting(2)+R | 20    | 1.4 ± 0.7   | 0.1865s    | -
ScalObject-fcq.23.log   | Counting(0)   | 20    | 1.4 ± 0.7   | 1.1566s    | -
ScalObject-fcq.23.log   | Counting(0)+R | 20    | 1.4 ± 0.7   | 0.2004s    | -
ScalObject-fcq.23.log   | Symbolic      | 20    | 1.4 ± 0.7   | 0.3483s    | -
ScalObject-fcq.23.log   | Symbolic+R    | 20    | 1.4 ± 0.7   | 0.062s     | -
ScalObject-fcq.23.log   | Saturate      | 20    | 1.4 ± 0.7   | 0.0039s    | -
ScalObject-fcq.23.log   | Saturate+R    | 20    | 1.4 ± 0.7   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.24.log   | Enumerate+C   | 20    | 1.6 ± 0.5   | 0.9956s    | -
ScalObject-fcq.24.log   | Counting(4)   | 20    | 1.6 ± 0.5   | 0.6127s    | -
ScalObject-fcq.24.log   | Counting(4)+R | 20    | 1.6 ± 0.5   | 0.268s     | -
ScalObject-fcq.24.log   | Counting(2)   | 20    | 1.6 ± 0.5   | 1.0138s    | -
ScalObject-fcq.24.log   | Counting(2)+R | 20    | 1.6 ± 0.5   | 0.2999s    | -
ScalObject-fcq.24.log   | Counting(0)   | 20    | 1.6 ± 0.5   | 1.1702s    | -
ScalObject-fcq.24.log   | Counting(0)+R | 20    | 1.6 ± 0.5   | 0.3301s    | -
ScalObject-fcq.24.log   | Symbolic      | 20    | 1.6 ± 0.5   | 0.3128s    | -
ScalObject-fcq.24.log   | Symbolic+R    | 20    | 1.6 ± 0.5   | 0.1101s    | -
ScalObject-fcq.24.log   | Saturate      | 20    | 1.6 ± 0.5   | 0.006s     | -
ScalObject-fcq.24.log   | Saturate+R    | 20    | 1.6 ± 0.5   | 0.0051s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.25.log   | Enumerate+C   | 20    | 1.9 ± 1.0   | 2.877s     | -
ScalObject-fcq.25.log   | Counting(4)   | 20    | 1.9 ± 1.0   | 0.6593s    | -
ScalObject-fcq.25.log   | Counting(4)+R | 20    | 1.9 ± 1.0   | 0.3847s    | -
ScalObject-fcq.25.log   | Counting(2)   | 20    | 1.9 ± 1.0   | 0.8647s    | -
ScalObject-fcq.25.log   | Counting(2)+R | 20    | 1.9 ± 1.0   | 0.4316s    | -
ScalObject-fcq.25.log   | Counting(0)   | 20    | 1.9 ± 1.0   | 1.3747s    | -
ScalObject-fcq.25.log   | Counting(0)+R | 20    | 1.9 ± 1.0   | 0.6542s    | -
ScalObject-fcq.25.log   | Symbolic      | 20    | 1.9 ± 1.0   | 0.4195s    | -
ScalObject-fcq.25.log   | Symbolic+R    | 20    | 1.9 ± 1.0   | 0.213s     | -
ScalObject-fcq.25.log   | Saturate      | 20    | 1.9 ± 1.0   | 0.0068s    | -
ScalObject-fcq.25.log   | Saturate+R    | 20    | 1.9 ± 1.0   | 0.0053s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.26.log   | Enumerate+C   | 16    | 1.4 ± 0.5   | 0.4094s    | -
ScalObject-fcq.26.log   | Counting(4)   | 16    | 1.4 ± 0.5   | 0.2155s    | -
ScalObject-fcq.26.log   | Counting(4)+R | 16    | 1.4 ± 0.5   | 0.1898s    | -
ScalObject-fcq.26.log   | Counting(2)   | 16    | 1.4 ± 0.5   | 0.3357s    | -
ScalObject-fcq.26.log   | Counting(2)+R | 16    | 1.4 ± 0.5   | 0.1931s    | -
ScalObject-fcq.26.log   | Counting(0)   | 16    | 1.4 ± 0.5   | 0.3374s    | -
ScalObject-fcq.26.log   | Counting(0)+R | 16    | 1.4 ± 0.5   | 0.2133s    | -
ScalObject-fcq.26.log   | Symbolic      | 16    | 1.4 ± 0.5   | 0.1504s    | -
ScalObject-fcq.26.log   | Symbolic+R    | 16    | 1.4 ± 0.5   | 0.0779s    | -
ScalObject-fcq.26.log   | Saturate      | 16    | 1.4 ± 0.5   | 0.0037s    | -
ScalObject-fcq.26.log   | Saturate+R    | 16    | 1.4 ± 0.5   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.27.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.479s     | -
ScalObject-fcq.27.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7086s    | -
ScalObject-fcq.27.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2299s    | -
ScalObject-fcq.27.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.7994s    | -
ScalObject-fcq.27.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2306s    | -
ScalObject-fcq.27.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.035s     | -
ScalObject-fcq.27.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2439s    | -
ScalObject-fcq.27.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3232s    | -
ScalObject-fcq.27.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0819s    | -
ScalObject-fcq.27.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0048s    | -
ScalObject-fcq.27.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.28.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3177s    | -
ScalObject-fcq.28.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6268s    | -
ScalObject-fcq.28.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1721s    | -
ScalObject-fcq.28.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7682s    | -
ScalObject-fcq.28.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1689s    | -
ScalObject-fcq.28.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.1244s    | -
ScalObject-fcq.28.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1915s    | -
ScalObject-fcq.28.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.2223s    | -
ScalObject-fcq.28.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0402s    | -
ScalObject-fcq.28.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0043s    | -
ScalObject-fcq.28.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.29.log   | Enumerate+C   | 20    | 1.6 ± 0.5   | 0.3175s    | -
ScalObject-fcq.29.log   | Counting(4)   | 20    | 1.6 ± 0.5   | 0.6461s    | -
ScalObject-fcq.29.log   | Counting(4)+R | 20    | 1.6 ± 0.5   | 0.2864s    | -
ScalObject-fcq.29.log   | Counting(2)   | 20    | 1.6 ± 0.5   | 1.0316s    | -
ScalObject-fcq.29.log   | Counting(2)+R | 20    | 1.6 ± 0.5   | 0.3222s    | -
ScalObject-fcq.29.log   | Counting(0)   | 20    | 1.6 ± 0.5   | 0.9889s    | -
ScalObject-fcq.29.log   | Counting(0)+R | 20    | 1.6 ± 0.5   | 0.3475s    | -
ScalObject-fcq.29.log   | Symbolic      | 20    | 1.6 ± 0.5   | 0.3896s    | -
ScalObject-fcq.29.log   | Symbolic+R    | 20    | 1.6 ± 0.5   | 0.1439s    | -
ScalObject-fcq.29.log   | Saturate      | 20    | 1.6 ± 0.5   | 0.0054s    | -
ScalObject-fcq.29.log   | Saturate+R    | 20    | 1.6 ± 0.5   | 0.0061s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.30.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.806s     | -
ScalObject-fcq.30.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6878s    | -
ScalObject-fcq.30.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.1943s    | -
ScalObject-fcq.30.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8607s    | -
ScalObject-fcq.30.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2023s    | -
ScalObject-fcq.30.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.3093s    | -
ScalObject-fcq.30.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.1926s    | -
ScalObject-fcq.30.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.4193s    | -
ScalObject-fcq.30.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0609s    | -
ScalObject-fcq.30.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0044s    | -
ScalObject-fcq.30.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0035s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.31.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3079s    | -
ScalObject-fcq.31.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.5568s    | -
ScalObject-fcq.31.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1877s    | -
ScalObject-fcq.31.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7392s    | -
ScalObject-fcq.31.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1874s    | -
ScalObject-fcq.31.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9206s    | -
ScalObject-fcq.31.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2138s    | -
ScalObject-fcq.31.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.1918s    | -
ScalObject-fcq.31.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.048s     | -
ScalObject-fcq.31.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0046s    | -
ScalObject-fcq.31.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.32.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.9824s    | -
ScalObject-fcq.32.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.6646s    | -
ScalObject-fcq.32.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2457s    | -
ScalObject-fcq.32.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.9748s    | -
ScalObject-fcq.32.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2878s    | -
ScalObject-fcq.32.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.2137s    | -
ScalObject-fcq.32.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3215s    | -
ScalObject-fcq.32.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.3123s    | -
ScalObject-fcq.32.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1046s    | -
ScalObject-fcq.32.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.0046s    | -
ScalObject-fcq.32.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0055s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.33.log   | Enumerate+C   | 20    | 2.3 ± 1.0   | 5.433s     | -
ScalObject-fcq.33.log   | Counting(4)   | 20    | 2.3 ± 1.0   | 0.894s     | -
ScalObject-fcq.33.log   | Counting(4)+R | 20    | 2.3 ± 1.0   | 0.4745s    | -
ScalObject-fcq.33.log   | Counting(2)   | 20    | 2.3 ± 1.0   | 1.0598s    | -
ScalObject-fcq.33.log   | Counting(2)+R | 20    | 2.3 ± 1.0   | 0.5128s    | -
ScalObject-fcq.33.log   | Counting(0)   | 20    | 2.3 ± 1.0   | 1.3672s    | -
ScalObject-fcq.33.log   | Counting(0)+R | 20    | 2.3 ± 1.0   | 0.5561s    | -
ScalObject-fcq.33.log   | Symbolic      | 20    | 2.3 ± 1.0   | 0.5328s    | -
ScalObject-fcq.33.log   | Symbolic+R    | 20    | 2.3 ± 1.0   | 0.2744s    | -
ScalObject-fcq.33.log   | Saturate      | 20    | 2.3 ± 1.0   | 0.0055s    | -
ScalObject-fcq.33.log   | Saturate+R    | 20    | 2.3 ± 1.0   | 0.0088s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.34.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 1.0761s    | -
ScalObject-fcq.34.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.6955s    | -
ScalObject-fcq.34.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2517s    | -
ScalObject-fcq.34.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.749s     | -
ScalObject-fcq.34.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2545s    | -
ScalObject-fcq.34.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 0.9338s    | -
ScalObject-fcq.34.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.2776s    | -
ScalObject-fcq.34.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.357s     | -
ScalObject-fcq.34.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1044s    | -
ScalObject-fcq.34.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.0051s    | -
ScalObject-fcq.34.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0051s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.35.log   | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3849s    | -
ScalObject-fcq.35.log   | Counting(4)   | 20    | 1.2 ± 0.4   | 0.6553s    | -
ScalObject-fcq.35.log   | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.1933s    | -
ScalObject-fcq.35.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9146s    | -
ScalObject-fcq.35.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.1771s    | -
ScalObject-fcq.35.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 1.1016s    | -
ScalObject-fcq.35.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.1799s    | -
ScalObject-fcq.35.log   | Symbolic      | 20    | 1.2 ± 0.4   | 0.2534s    | -
ScalObject-fcq.35.log   | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.05s      | -
ScalObject-fcq.35.log   | Saturate      | 20    | 1.2 ± 0.4   | 0.0044s    | -
ScalObject-fcq.35.log   | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.36.log   | Enumerate+C   | 20    | 2.1 ± 0.9   | 2.0832s    | -
ScalObject-fcq.36.log   | Counting(4)   | 20    | 2.1 ± 0.9   | 0.8204s    | -
ScalObject-fcq.36.log   | Counting(4)+R | 20    | 2.1 ± 0.9   | 0.3134s    | -
ScalObject-fcq.36.log   | Counting(2)   | 20    | 2.1 ± 0.9   | 1.0411s    | -
ScalObject-fcq.36.log   | Counting(2)+R | 20    | 2.1 ± 0.9   | 0.3155s    | -
ScalObject-fcq.36.log   | Counting(0)   | 20    | 2.1 ± 0.9   | 1.0282s    | -
ScalObject-fcq.36.log   | Counting(0)+R | 20    | 2.1 ± 0.9   | 0.3567s    | -
ScalObject-fcq.36.log   | Symbolic      | 20    | 2.1 ± 0.9   | 0.4797s    | -
ScalObject-fcq.36.log   | Symbolic+R    | 20    | 2.1 ± 0.9   | 0.1605s    | -
ScalObject-fcq.36.log   | Saturate      | 20    | 2.1 ± 0.9   | 0.0056s    | -
ScalObject-fcq.36.log   | Saturate+R    | 20    | 2.1 ± 0.9   | 0.0051s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-fcq.37.log   | Enumerate+C   | 20    | 2.1 ± 0.7   | 2.3072s    | -
ScalObject-fcq.37.log   | Counting(4)   | 20    | 2.1 ± 0.7   | 0.6837s    | -
ScalObject-fcq.37.log   | Counting(4)+R | 20    | 2.1 ± 0.7   | 0.4032s    | -
ScalObject-fcq.37.log   | Counting(2)   | 20    | 2.1 ± 0.7   | 0.9181s    | -
ScalObject-fcq.37.log   | Counting(2)+R | 20    | 2.1 ± 0.7   | 0.5127s    | -
