history	object	algorithm	steps	concurrency	time	violation
ScalObject-fcq.90.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.376s	false
ScalObject-fcq.90.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	0.8947s	false
ScalObject-fcq.90.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.398s	false
ScalObject-fcq.90.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.3515s	false
ScalObject-fcq.90.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1563s	false
ScalObject-fcq.90.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0059s	false
ScalObject-fcq.90.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0061s	false
ScalObject-fcq.91.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3276s	false
ScalObject-fcq.91.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.5423s	false
ScalObject-fcq.91.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.2223s	false
ScalObject-fcq.91.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.763s	false
ScalObject-fcq.91.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.2567s	false
ScalObject-fcq.91.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	0.9734s	false
ScalObject-fcq.91.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.2897s	false
ScalObject-fcq.91.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.2751s	false
ScalObject-fcq.91.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0776s	false
ScalObject-fcq.91.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0051s	false
ScalObject-fcq.91.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0052s	false
ScalObject-fcq.92.log	atomic-queue	Enumerate+C	20	1.3 ± 0.7	0.3014s	false
ScalObject-fcq.92.log	atomic-queue	Counting(4)	20	1.3 ± 0.7	0.516s	false
ScalObject-fcq.92.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.7	0.2229s	false
ScalObject-fcq.92.log	atomic-queue	Counting(2)	20	1.3 ± 0.7	0.6411s	false
ScalObject-fcq.92.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.7	0.2379s	false
ScalObject-fcq.92.log	atomic-queue	Counting(0)	20	1.3 ± 0.7	0.7361s	false
ScalObject-fcq.92.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.7	0.2801s	false
ScalObject-fcq.92.log	atomic-queue	Symbolic	20	1.3 ± 0.7	0.2366s	false
ScalObject-fcq.92.log	atomic-queue	Symbolic+R	20	1.3 ± 0.7	0.0863s	false
ScalObject-fcq.92.log	atomic-queue	Saturate	20	1.3 ± 0.7	0.006s	false
ScalObject-fcq.92.log	atomic-queue	Saturate+R	20	1.3 ± 0.7	0.0053s	false
ScalObject-fcq.93.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3288s	false
ScalObject-fcq.93.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6302s	false
ScalObject-fcq.93.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1504s	false
ScalObject-fcq.93.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.9308s	false
ScalObject-fcq.93.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1424s	false
ScalObject-fcq.93.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.8522s	false
ScalObject-fcq.93.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1528s	false
ScalObject-fcq.93.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.174s	false
ScalObject-fcq.93.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.024s	false
ScalObject-fcq.93.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0034s	false
ScalObject-fcq.93.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0034s	false
ScalObject-fcq.94.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	2.9939s	false
ScalObject-fcq.94.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.6952s	false
ScalObject-fcq.94.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.3604s	false
ScalObject-fcq.94.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.8466s	false
ScalObject-fcq.94.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.3843s	false
ScalObject-fcq.94.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	1.0673s	false
ScalObject-fcq.94.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.4747s	false
ScalObject-fcq.94.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.4375s	false
ScalObject-fcq.94.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.1781s	false
ScalObject-fcq.94.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0055s	false
ScalObject-fcq.94.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0048s	false
ScalObject-fcq.95.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3161s	false
ScalObject-fcq.95.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.5404s	false
ScalObject-fcq.95.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1888s	false
ScalObject-fcq.95.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.7604s	false
ScalObject-fcq.95.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.2152s	false
ScalObject-fcq.95.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	0.9502s	false
ScalObject-fcq.95.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.2314s	false
ScalObject-fcq.95.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.2374s	false
ScalObject-fcq.95.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0595s	false
ScalObject-fcq.95.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.004s	false
ScalObject-fcq.95.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0047s	false
ScalObject-fcq.96.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	0.5197s	false
ScalObject-fcq.96.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.7143s	false
ScalObject-fcq.96.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.4106s	false
ScalObject-fcq.96.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.9265s	false
ScalObject-fcq.96.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.5605s	false
ScalObject-fcq.96.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.0969s	false
ScalObject-fcq.96.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.5807s	false
ScalObject-fcq.96.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4142s	false
ScalObject-fcq.96.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.2013s	false
ScalObject-fcq.96.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0041s	false
ScalObject-fcq.96.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0057s	false
ScalObject-fcq.97.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.615s	false
ScalObject-fcq.97.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.8648s	false
ScalObject-fcq.97.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.2595s	false
ScalObject-fcq.97.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	1.0309s	false
ScalObject-fcq.97.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.2623s	false
ScalObject-fcq.97.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.0784s	false
ScalObject-fcq.97.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.3058s	false
ScalObject-fcq.97.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.462s	false
ScalObject-fcq.97.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1041s	false
ScalObject-fcq.97.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0038s	false
ScalObject-fcq.97.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0045s	false
ScalObject-fcq.98.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.0546s	false
ScalObject-fcq.98.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.8807s	false
ScalObject-fcq.98.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.4741s	false
ScalObject-fcq.98.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.8539s	false
ScalObject-fcq.98.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.4731s	false
ScalObject-fcq.98.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.2062s	false
ScalObject-fcq.98.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.5545s	false
ScalObject-fcq.98.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4585s	false
ScalObject-fcq.98.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.2327s	false
ScalObject-fcq.98.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0052s	false
ScalObject-fcq.98.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0059s	false
ScalObject-fcq.99.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	0.4302s	false
ScalObject-fcq.99.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.811s	false
ScalObject-fcq.99.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.2563s	false
ScalObject-fcq.99.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.8958s	false
ScalObject-fcq.99.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.2864s	false
ScalObject-fcq.99.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	1.0455s	false
ScalObject-fcq.99.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.2801s	false
ScalObject-fcq.99.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.3364s	false
ScalObject-fcq.99.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.1041s	false
ScalObject-fcq.99.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0046s	false
ScalObject-fcq.99.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0037s	false
ScalObject-lbq.00.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.712s	false
ScalObject-lbq.00.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.757s	false
ScalObject-lbq.00.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2712s	false
ScalObject-lbq.00.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8232s	false
ScalObject-lbq.00.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2983s	false
ScalObject-lbq.00.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.2125s	false
ScalObject-lbq.00.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3489s	false
ScalObject-lbq.00.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3337s	false
ScalObject-lbq.00.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1284s	false
ScalObject-lbq.00.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0055s	false
ScalObject-lbq.00.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0037s	false
ScalObject-lbq.01.log	atomic-queue	Enumerate+C	20	1.6 ± 0.5	1.1575s	false
ScalObject-lbq.01.log	atomic-queue	Counting(4)	20	1.6 ± 0.5	0.8123s	false
ScalObject-lbq.01.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.5	0.3182s	false
ScalObject-lbq.01.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	0.925s	false
ScalObject-lbq.01.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.3848s	false
ScalObject-lbq.01.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.4045s	false
ScalObject-lbq.01.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.4714s	false
ScalObject-lbq.01.log	atomic-queue	Symbolic	20	1.6 ± 0.5	0.3947s	false
ScalObject-lbq.01.log	atomic-queue	Symbolic+R	20	1.6 ± 0.5	0.1695s	false
ScalObject-lbq.01.log	atomic-queue	Saturate	20	1.6 ± 0.5	0.0047s	false
ScalObject-lbq.01.log	atomic-queue	Saturate+R	20	1.6 ± 0.5	0.0043s	false
ScalObject-lbq.02.log	atomic-queue	Enumerate+C	20	1.5 ± 0.8	0.9215s	false
ScalObject-lbq.02.log	atomic-queue	Counting(4)	20	1.5 ± 0.8	0.6348s	false
ScalObject-lbq.02.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.8	0.4902s	false
ScalObject-lbq.02.log	atomic-queue	Counting(2)	20	1.5 ± 0.8	0.9444s	false
ScalObject-lbq.02.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.8	0.6353s	false
ScalObject-lbq.02.log	atomic-queue	Counting(0)	20	1.5 ± 0.8	1.5845s	false
ScalObject-lbq.02.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.8	0.7226s	false
ScalObject-lbq.02.log	atomic-queue	Symbolic	20	1.5 ± 0.8	0.3556s	false
ScalObject-lbq.02.log	atomic-queue	Symbolic+R	20	1.5 ± 0.8	0.2574s	false
ScalObject-lbq.02.log	atomic-queue	Saturate	20	1.5 ± 0.8	0.006s	false
ScalObject-lbq.02.log	atomic-queue	Saturate+R	20	1.5 ± 0.8	0.0065s	false
ScalObject-lbq.03.log	atomic-queue	Enumerate+C	20	1.9 ± 0.9	2.5825s	false
ScalObject-lbq.03.log	atomic-queue	Counting(4)	20	1.9 ± 0.9	0.9559s	false
ScalObject-lbq.03.log	atomic-queue	Counting(4)+R	20	1.9 ± 0.9	0.5179s	false
ScalObject-lbq.03.log	atomic-queue	Counting(2)	20	1.9 ± 0.9	0.9323s	false
ScalObject-lbq.03.log	atomic-queue	Counting(2)+R	20	1.9 ± 0.9	0.5396s	false
ScalObject-lbq.03.log	atomic-queue	Counting(0)	20	1.9 ± 0.9	1.2004s	false
ScalObject-lbq.03.log	atomic-queue	Counting(0)+R	20	1.9 ± 0.9	0.549s	false
ScalObject-lbq.03.log	atomic-queue	Symbolic	20	1.9 ± 0.9	0.5071s	false
ScalObject-lbq.03.log	atomic-queue	Symbolic+R	20	1.9 ± 0.9	0.3062s	false
ScalObject-lbq.03.log	atomic-queue	Saturate	20	1.9 ± 0.9	0.0047s	false
ScalObject-lbq.03.log	atomic-queue	Saturate+R	20	1.9 ± 0.9	0.0059s	false
ScalObject-lbq.04.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.7183s	false
ScalObject-lbq.04.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.8191s	false
ScalObject-lbq.04.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2699s	false
ScalObject-lbq.04.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	1.055s	false
ScalObject-lbq.04.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2871s	false
ScalObject-lbq.04.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.5247s	false
ScalObject-lbq.04.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3233s	false
ScalObject-lbq.04.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3961s	false
ScalObject-lbq.04.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1223s	false
ScalObject-lbq.04.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0041s	false
ScalObject-lbq.04.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0038s	false
ScalObject-lbq.05.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3213s	false
ScalObject-lbq.05.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.563s	false
ScalObject-lbq.05.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1891s	false
ScalObject-lbq.05.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.7044s	false
ScalObject-lbq.05.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.2119s	false
ScalObject-lbq.05.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.0586s	false
ScalObject-lbq.05.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.2207s	false
ScalObject-lbq.05.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.2078s	false
ScalObject-lbq.05.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0623s	false
ScalObject-lbq.05.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0046s	false
ScalObject-lbq.05.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0044s	false
ScalObject-lbq.06.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	1.2006s	false
ScalObject-lbq.06.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.5623s	false
ScalObject-lbq.06.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.3427s	false
ScalObject-lbq.06.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8346s	false
ScalObject-lbq.06.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.3355s	false
ScalObject-lbq.06.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	0.9241s	false
ScalObject-lbq.06.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.4525s	false
ScalObject-lbq.06.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3311s	false
ScalObject-lbq.06.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1669s	false
ScalObject-lbq.06.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0055s	false
ScalObject-lbq.06.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0053s	false
ScalObject-lbq.07.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.9555s	false
ScalObject-lbq.07.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.5518s	false
ScalObject-lbq.07.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2172s	false
ScalObject-lbq.07.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.709s	false
ScalObject-lbq.07.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2473s	false
ScalObject-lbq.07.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.1732s	false
ScalObject-lbq.07.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.2789s	false
ScalObject-lbq.07.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3245s	false
ScalObject-lbq.07.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0802s	false
ScalObject-lbq.07.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0046s	false
ScalObject-lbq.07.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0044s	false
ScalObject-lbq.08.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.7034s	false
ScalObject-lbq.08.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.617s	false
ScalObject-lbq.08.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.208s	false
ScalObject-lbq.08.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	0.9021s	false
ScalObject-lbq.08.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.2089s	false
ScalObject-lbq.08.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.2191s	false
ScalObject-lbq.08.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2096s	false
ScalObject-lbq.08.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.3283s	false
ScalObject-lbq.08.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.066s	false
ScalObject-lbq.08.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0038s	false
ScalObject-lbq.08.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0041s	false
ScalObject-lbq.09.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.311s	false
ScalObject-lbq.09.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5912s	false
ScalObject-lbq.09.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1762s	false
ScalObject-lbq.09.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.748s	false
ScalObject-lbq.09.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.2059s	false
ScalObject-lbq.09.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.8763s	false
ScalObject-lbq.09.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.2254s	false
ScalObject-lbq.09.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1731s	false
ScalObject-lbq.09.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0547s	false
ScalObject-lbq.09.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0057s	false
ScalObject-lbq.09.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0046s	false
ScalObject-lbq.10.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3416s	false
ScalObject-lbq.10.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5562s	false
ScalObject-lbq.10.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1584s	false
ScalObject-lbq.10.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.811s	false
ScalObject-lbq.10.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1588s	false
ScalObject-lbq.10.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.9565s	false
ScalObject-lbq.10.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1651s	false
ScalObject-lbq.10.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1921s	false
ScalObject-lbq.10.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0271s	false
ScalObject-lbq.10.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.004s	false
ScalObject-lbq.10.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0037s	false
ScalObject-lbq.11.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3242s	false
ScalObject-lbq.11.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5708s	false
ScalObject-lbq.11.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1661s	false
ScalObject-lbq.11.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.9165s	false
ScalObject-lbq.11.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1617s	false
ScalObject-lbq.11.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.337s	false
ScalObject-lbq.11.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1844s	false
ScalObject-lbq.11.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1761s	false
ScalObject-lbq.11.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0335s	false
ScalObject-lbq.11.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0053s	false
ScalObject-lbq.11.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0043s	false
ScalObject-lbq.12.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	1.3203s	false
ScalObject-lbq.12.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.6948s	false
ScalObject-lbq.12.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.3348s	false
ScalObject-lbq.12.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	1.2136s	false
ScalObject-lbq.12.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.3404s	false
ScalObject-lbq.12.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	1.0618s	false
ScalObject-lbq.12.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.3665s	false
ScalObject-lbq.12.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.4226s	false
ScalObject-lbq.12.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.1586s	false
ScalObject-lbq.12.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0046s	false
ScalObject-lbq.12.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0045s	false
ScalObject-lbq.13.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3252s	false
ScalObject-lbq.13.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6029s	false
ScalObject-lbq.13.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1509s	false
ScalObject-lbq.13.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.9582s	false
ScalObject-lbq.13.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1566s	false
ScalObject-lbq.13.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.3666s	false
ScalObject-lbq.13.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1616s	false
ScalObject-lbq.13.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1951s	false
ScalObject-lbq.13.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0307s	false
ScalObject-lbq.13.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0045s	false
ScalObject-lbq.13.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0037s	false
ScalObject-lbq.14.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.327s	false
ScalObject-lbq.14.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5811s	false
ScalObject-lbq.14.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1722s	false
ScalObject-lbq.14.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.7603s	false
ScalObject-lbq.14.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.191s	false
ScalObject-lbq.14.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.0381s	false
ScalObject-lbq.14.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.2s	false
ScalObject-lbq.14.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1745s	false
ScalObject-lbq.14.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0389s	false
ScalObject-lbq.14.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0044s	false
ScalObject-lbq.14.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0041s	false
ScalObject-lbq.15.log	atomic-queue	Enumerate+C	20	1.7 ± 0.8	0.7271s	false
ScalObject-lbq.15.log	atomic-queue	Counting(4)	20	1.7 ± 0.8	0.8115s	false
ScalObject-lbq.15.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.8	0.2806s	false
ScalObject-lbq.15.log	atomic-queue	Counting(2)	20	1.7 ± 0.8	0.8655s	false
ScalObject-lbq.15.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.8	0.3395s	false
ScalObject-lbq.15.log	atomic-queue	Counting(0)	20	1.7 ± 0.8	1.961s	false
ScalObject-lbq.15.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.8	0.3742s	false
ScalObject-lbq.15.log	atomic-queue	Symbolic	20	1.7 ± 0.8	0.4514s	false
ScalObject-lbq.15.log	atomic-queue	Symbolic+R	20	1.7 ± 0.8	0.1478s	false
ScalObject-lbq.15.log	atomic-queue	Saturate	20	1.7 ± 0.8	0.0037s	false
ScalObject-lbq.15.log	atomic-queue	Saturate+R	20	1.7 ± 0.8	0.0044s	false
ScalObject-lbq.16.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3252s	false
