history	object	algorithm	steps	concurrency	time	violation
ScalObject-msq.88.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.7	0.2158s	false
ScalObject-msq.88.log	atomic-queue	Symbolic	20	1.4 ± 0.7	0.3385s	false
ScalObject-msq.88.log	atomic-queue	Symbolic+R	20	1.4 ± 0.7	0.0749s	false
ScalObject-msq.88.log	atomic-queue	Saturate	20	1.4 ± 0.7	0.0057s	false
ScalObject-msq.88.log	atomic-queue	Saturate+R	20	1.4 ± 0.7	0.0044s	false
ScalObject-msq.89.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.7594s	false
ScalObject-msq.89.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.7129s	false
ScalObject-msq.89.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.2719s	false
ScalObject-msq.89.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	0.8219s	false
ScalObject-msq.89.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.2973s	false
ScalObject-msq.89.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.9567s	false
ScalObject-msq.89.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.3495s	false
ScalObject-msq.89.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.4302s	false
ScalObject-msq.89.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1224s	false
ScalObject-msq.89.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0052s	false
ScalObject-msq.89.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0045s	false
ScalObject-msq.90.log	atomic-queue	Enumerate+C	20	1.1 ± 0.3	0.5296s	false
ScalObject-msq.90.log	atomic-queue	Counting(4)	20	1.1 ± 0.3	0.6239s	false
ScalObject-msq.90.log	atomic-queue	Counting(4)+R	20	1.1 ± 0.3	0.2288s	false
ScalObject-msq.90.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.9048s	false
ScalObject-msq.90.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.2305s	false
ScalObject-msq.90.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	0.947s	false
ScalObject-msq.90.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2758s	false
ScalObject-msq.90.log	atomic-queue	Symbolic	20	1.1 ± 0.3	0.2497s	false
ScalObject-msq.90.log	atomic-queue	Symbolic+R	20	1.1 ± 0.3	0.0682s	false
ScalObject-msq.90.log	atomic-queue	Saturate	20	1.1 ± 0.3	0.0052s	false
ScalObject-msq.90.log	atomic-queue	Saturate+R	20	1.1 ± 0.3	0.0045s	false
ScalObject-msq.91.log	atomic-queue	Enumerate+C	20	1.3 ± 0.7	0.3211s	false
ScalObject-msq.91.log	atomic-queue	Counting(4)	20	1.3 ± 0.7	0.5861s	false
ScalObject-msq.91.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.7	0.2787s	false
ScalObject-msq.91.log	atomic-queue	Counting(2)	20	1.3 ± 0.7	0.7264s	false
ScalObject-msq.91.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.7	0.3124s	false
ScalObject-msq.91.log	atomic-queue	Counting(0)	20	1.3 ± 0.7	0.9594s	false
ScalObject-msq.91.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.7	0.3447s	false
ScalObject-msq.91.log	atomic-queue	Symbolic	20	1.3 ± 0.7	0.2225s	false
ScalObject-msq.91.log	atomic-queue	Symbolic+R	20	1.3 ± 0.7	0.0952s	false
ScalObject-msq.91.log	atomic-queue	Saturate	20	1.3 ± 0.7	0.0058s	false
ScalObject-msq.91.log	atomic-queue	Saturate+R	20	1.3 ± 0.7	0.0053s	false
ScalObject-msq.92.log	atomic-queue	Enumerate+C	20	1.1 ± 0.3	0.3426s	false
ScalObject-msq.92.log	atomic-queue	Counting(4)	20	1.1 ± 0.3	0.6494s	false
ScalObject-msq.92.log	atomic-queue	Counting(4)+R	20	1.1 ± 0.3	0.2056s	false
ScalObject-msq.92.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.8837s	false
ScalObject-msq.92.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.2066s	false
ScalObject-msq.92.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	0.9876s	false
ScalObject-msq.92.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2267s	false
ScalObject-msq.92.log	atomic-queue	Symbolic	20	1.1 ± 0.3	0.2687s	false
ScalObject-msq.92.log	atomic-queue	Symbolic+R	20	1.1 ± 0.3	0.0514s	false
ScalObject-msq.92.log	atomic-queue	Saturate	20	1.1 ± 0.3	0.0054s	false
ScalObject-msq.92.log	atomic-queue	Saturate+R	20	1.1 ± 0.3	0.0051s	false
ScalObject-msq.93.log	atomic-queue	Enumerate+C	20*	2.5 ± 1.1	10.0048s*	false
ScalObject-msq.93.log	atomic-queue	Counting(4)	20	2.5 ± 1.1	1.1666s	false
ScalObject-msq.93.log	atomic-queue	Counting(4)+R	20	2.5 ± 1.1	0.5513s	false
ScalObject-msq.93.log	atomic-queue	Counting(2)	20	2.5 ± 1.1	1.3451s	false
ScalObject-msq.93.log	atomic-queue	Counting(2)+R	20	2.5 ± 1.1	0.6735s	false
ScalObject-msq.93.log	atomic-queue	Counting(0)	20	2.5 ± 1.1	1.4823s	false
ScalObject-msq.93.log	atomic-queue	Counting(0)+R	20	2.5 ± 1.1	0.686s	false
ScalObject-msq.93.log	atomic-queue	Symbolic	20	2.5 ± 1.1	0.702s	false
ScalObject-msq.93.log	atomic-queue	Symbolic+R	20	2.5 ± 1.1	0.3484s	false
ScalObject-msq.93.log	atomic-queue	Saturate	20	2.5 ± 1.1	0.0041s	false
ScalObject-msq.93.log	atomic-queue	Saturate+R	20	2.5 ± 1.1	0.0042s	false
ScalObject-msq.94.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.4418s	false
ScalObject-msq.94.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.8694s	false
ScalObject-msq.94.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.5229s	false
ScalObject-msq.94.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	1.0847s	false
ScalObject-msq.94.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.6183s	false
ScalObject-msq.94.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.6112s	false
ScalObject-msq.94.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.7518s	false
ScalObject-msq.94.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4456s	false
ScalObject-msq.94.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.2648s	false
ScalObject-msq.94.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0051s	false
ScalObject-msq.94.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0052s	false
ScalObject-msq.95.log	atomic-queue	Enumerate+C	20	1.6 ± 0.5	0.3293s	false
ScalObject-msq.95.log	atomic-queue	Counting(4)	20	1.6 ± 0.5	0.6614s	false
ScalObject-msq.95.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.5	0.512s	false
ScalObject-msq.95.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	0.8507s	false
ScalObject-msq.95.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.6108s	false
ScalObject-msq.95.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.5052s	false
ScalObject-msq.95.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.7822s	false
ScalObject-msq.95.log	atomic-queue	Symbolic	20	1.6 ± 0.5	0.3616s	false
ScalObject-msq.95.log	atomic-queue	Symbolic+R	20	1.6 ± 0.5	0.2696s	false
ScalObject-msq.95.log	atomic-queue	Saturate	20	1.6 ± 0.5	0.0055s	false
ScalObject-msq.95.log	atomic-queue	Saturate+R	20	1.6 ± 0.5	0.0064s	false
ScalObject-msq.96.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.5888s	false
ScalObject-msq.96.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.6625s	false
ScalObject-msq.96.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1811s	false
ScalObject-msq.96.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.8907s	false
ScalObject-msq.96.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.1899s	false
ScalObject-msq.96.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.3103s	false
ScalObject-msq.96.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.1846s	false
ScalObject-msq.96.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.3468s	false
ScalObject-msq.96.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0481s	false
ScalObject-msq.96.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0037s	false
ScalObject-msq.96.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0044s	false
ScalObject-msq.97.log	atomic-queue	Enumerate+C	13	1.5 ± 0.9	0.1088s	false
ScalObject-msq.97.log	atomic-queue	Counting(4)	13	1.5 ± 0.9	0.1306s	false
ScalObject-msq.97.log	atomic-queue	Counting(4)+R	13	1.5 ± 0.9	0.0989s	false
ScalObject-msq.97.log	atomic-queue	Counting(2)	13	1.5 ± 0.9	0.1586s	false
ScalObject-msq.97.log	atomic-queue	Counting(2)+R	13	1.5 ± 0.9	0.0989s	false
ScalObject-msq.97.log	atomic-queue	Counting(0)	13	1.5 ± 0.9	0.1949s	false
ScalObject-msq.97.log	atomic-queue	Counting(0)+R	13	1.5 ± 0.9	0.0981s	false
ScalObject-msq.97.log	atomic-queue	Symbolic	13	1.5 ± 0.9	0.04s	false
ScalObject-msq.97.log	atomic-queue	Symbolic+R	13	1.5 ± 0.9	0.0315s	false
ScalObject-msq.97.log	atomic-queue	Saturate	13	1.5 ± 0.9	0.0033s	false
ScalObject-msq.97.log	atomic-queue	Saturate+R	13	1.5 ± 0.9	0.0032s	false
ScalObject-msq.98.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	3.0247s	false
ScalObject-msq.98.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.8046s	false
ScalObject-msq.98.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.2786s	false
ScalObject-msq.98.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	1.0319s	false
ScalObject-msq.98.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.2911s	false
ScalObject-msq.98.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.2114s	false
ScalObject-msq.98.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.3052s	false
ScalObject-msq.98.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4769s	false
ScalObject-msq.98.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.1159s	false
ScalObject-msq.98.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0053s	false
ScalObject-msq.98.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0045s	false
ScalObject-msq.99.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.5678s	false
ScalObject-msq.99.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.6685s	false
ScalObject-msq.99.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1791s	false
ScalObject-msq.99.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.8434s	false
ScalObject-msq.99.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.1849s	false
ScalObject-msq.99.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.209s	false
ScalObject-msq.99.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.1887s	false
ScalObject-msq.99.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.3366s	false
ScalObject-msq.99.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0449s	false
ScalObject-msq.99.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0045s	false
ScalObject-msq.99.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.004s	false
ScalObject-rdq.00.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.3229s	false
ScalObject-rdq.00.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.6853s	false
ScalObject-rdq.00.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.2631s	false
ScalObject-rdq.00.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	0.7811s	false
ScalObject-rdq.00.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.2638s	false
ScalObject-rdq.00.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.016s	false
ScalObject-rdq.00.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.3371s	false
ScalObject-rdq.00.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.212s	false
ScalObject-rdq.00.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.0785s	false
ScalObject-rdq.00.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0045s	false
ScalObject-rdq.00.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0047s	false
ScalObject-rdq.01.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.6876s	false
ScalObject-rdq.01.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.6389s	false
ScalObject-rdq.01.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.1988s	false
ScalObject-rdq.01.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	0.8099s	false
ScalObject-rdq.01.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.1964s	false
ScalObject-rdq.01.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.3919s	false
ScalObject-rdq.01.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2017s	false
ScalObject-rdq.01.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.3059s	false
ScalObject-rdq.01.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.0593s	false
ScalObject-rdq.01.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0044s	false
ScalObject-rdq.01.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0038s	false
ScalObject-rdq.02.log	atomic-queue	Enumerate+C	20	2.2 ± 0.8	3.5707s	false
ScalObject-rdq.02.log	atomic-queue	Counting(4)	20	2.2 ± 0.8	0.9514s	false
ScalObject-rdq.02.log	atomic-queue	Counting(4)+R	20	2.2 ± 0.8	0.4059s	false
ScalObject-rdq.02.log	atomic-queue	Counting(2)	20	2.2 ± 0.8	1.0816s	false
ScalObject-rdq.02.log	atomic-queue	Counting(2)+R	20	2.2 ± 0.8	0.4938s	false
ScalObject-rdq.02.log	atomic-queue	Counting(0)	20	2.2 ± 0.8	1.2559s	false
ScalObject-rdq.02.log	atomic-queue	Counting(0)+R	20	2.2 ± 0.8	0.5309s	false
ScalObject-rdq.02.log	atomic-queue	Symbolic	20	2.2 ± 0.8	0.6348s	false
ScalObject-rdq.02.log	atomic-queue	Symbolic+R	20	2.2 ± 0.8	0.2296s	false
ScalObject-rdq.02.log	atomic-queue	Saturate	20	2.2 ± 0.8	0.0047s	false
ScalObject-rdq.02.log	atomic-queue	Saturate+R	20	2.2 ± 0.8	0.0048s	false
ScalObject-rdq.03.log	atomic-queue	Enumerate+C	15	1.3 ± 0.6	0.1359s	false
ScalObject-rdq.03.log	atomic-queue	Counting(4)	15	1.3 ± 0.6	0.1994s	false
ScalObject-rdq.03.log	atomic-queue	Counting(4)+R	15	1.3 ± 0.6	0.0974s	false
ScalObject-rdq.03.log	atomic-queue	Counting(2)	15	1.3 ± 0.6	0.2096s	false
ScalObject-rdq.03.log	atomic-queue	Counting(2)+R	15	1.3 ± 0.6	0.1009s	false
ScalObject-rdq.03.log	atomic-queue	Counting(0)	15	1.3 ± 0.6	0.2531s	false
ScalObject-rdq.03.log	atomic-queue	Counting(0)+R	15	1.3 ± 0.6	0.0936s	false
ScalObject-rdq.03.log	atomic-queue	Symbolic	15	1.3 ± 0.6	0.0543s	false
ScalObject-rdq.03.log	atomic-queue	Symbolic+R	15	1.3 ± 0.6	0.0179s	false
ScalObject-rdq.03.log	atomic-queue	Saturate	15	1.3 ± 0.6	0.003s	false
ScalObject-rdq.03.log	atomic-queue	Saturate+R	15	1.3 ± 0.6	0.0033s	false
ScalObject-rdq.04.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.3389s	false
ScalObject-rdq.04.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.6807s	false
ScalObject-rdq.04.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2954s	false
ScalObject-rdq.04.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8122s	false
ScalObject-rdq.04.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.3059s	false
ScalObject-rdq.04.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.1039s	false
ScalObject-rdq.04.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3534s	false
ScalObject-rdq.04.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.3111s	false
ScalObject-rdq.04.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1067s	false
ScalObject-rdq.04.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0057s	false
ScalObject-rdq.04.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0049s	false
ScalObject-rdq.05.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.7271s	false
ScalObject-rdq.05.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.6499s	false
ScalObject-rdq.05.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1871s	false
ScalObject-rdq.05.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.7245s	false
ScalObject-rdq.05.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.1966s	false
ScalObject-rdq.05.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.2909s	false
ScalObject-rdq.05.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.1985s	false
ScalObject-rdq.05.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.3396s	false
ScalObject-rdq.05.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0562s	false
ScalObject-rdq.05.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0047s	false
ScalObject-rdq.05.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0039s	false
ScalObject-rdq.06.log	atomic-queue	Enumerate+C	20	1.8 ± 0.6	2.7453s	false
ScalObject-rdq.06.log	atomic-queue	Counting(4)	20	1.8 ± 0.6	0.7243s	false
ScalObject-rdq.06.log	atomic-queue	Counting(4)+R	20	1.8 ± 0.6	0.3079s	false
ScalObject-rdq.06.log	atomic-queue	Counting(2)	20	1.8 ± 0.6	0.7767s	false
ScalObject-rdq.06.log	atomic-queue	Counting(2)+R	20	1.8 ± 0.6	0.3168s	false
ScalObject-rdq.06.log	atomic-queue	Counting(0)	20	1.8 ± 0.6	1.3746s	false
ScalObject-rdq.06.log	atomic-queue	Counting(0)+R	20	1.8 ± 0.6	0.372s	false
ScalObject-rdq.06.log	atomic-queue	Symbolic	20	1.8 ± 0.6	0.4913s	false
ScalObject-rdq.06.log	atomic-queue	Symbolic+R	20	1.8 ± 0.6	0.1478s	false
ScalObject-rdq.06.log	atomic-queue	Saturate	20	1.8 ± 0.6	0.0058s	false
ScalObject-rdq.06.log	atomic-queue	Saturate+R	20	1.8 ± 0.6	0.0052s	false
ScalObject-rdq.07.log	atomic-queue	Enumerate+C	13	1.2 ± 0.4	0.1731s	true
ScalObject-rdq.07.log	atomic-queue	Counting(4)	13	1.2 ± 0.4	0.1301s	true
ScalObject-rdq.07.log	atomic-queue	Counting(4)+R	13	1.2 ± 0.4	0.1071s	true
ScalObject-rdq.07.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.7873s	false
ScalObject-rdq.07.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.2669s	false
ScalObject-rdq.07.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	0.9854s	false
ScalObject-rdq.07.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2716s	false
ScalObject-rdq.07.log	atomic-queue	Symbolic	13	1.2 ± 0.4	0.0425s	true
ScalObject-rdq.07.log	atomic-queue	Symbolic+R	13	1.2 ± 0.4	0.0204s	true
ScalObject-rdq.07.log	atomic-queue	Saturate	13	1.2 ± 0.4	0.004s	true
ScalObject-rdq.07.log	atomic-queue	Saturate+R	13	1.2 ± 0.4	0.0036s	true
ScalObject-rdq.08.log	atomic-queue	Enumerate+C	20	1.5 ± 0.7	0.7212s	true
ScalObject-rdq.08.log	atomic-queue	Counting(4)	20	1.5 ± 0.7	0.6328s	true
ScalObject-rdq.08.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.7	0.2131s	true
ScalObject-rdq.08.log	atomic-queue	Counting(2)	20	1.5 ± 0.7	0.7937s	true
ScalObject-rdq.08.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.7	0.2113s	true
ScalObject-rdq.08.log	atomic-queue	Counting(0)	20	1.5 ± 0.7	1.2144s	false
ScalObject-rdq.08.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.7	0.2569s	false
ScalObject-rdq.08.log	atomic-queue	Symbolic	20	1.5 ± 0.7	0.3005s	true
ScalObject-rdq.08.log	atomic-queue	Symbolic+R	20	1.5 ± 0.7	0.0831s	true
ScalObject-rdq.08.log	atomic-queue	Saturate	20	1.5 ± 0.7	0.004s	true
ScalObject-rdq.08.log	atomic-queue	Saturate+R	20	1.5 ± 0.7	0.0043s	true
ScalObject-rdq.09.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	1.2169s	false
ScalObject-rdq.09.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.6825s	false
ScalObject-rdq.09.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2234s	false
ScalObject-rdq.09.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8976s	false
ScalObject-rdq.09.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.218s	false
ScalObject-rdq.09.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.3245s	false
ScalObject-rdq.09.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.2378s	false
ScalObject-rdq.09.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.4477s	false
ScalObject-rdq.09.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0833s	false
ScalObject-rdq.09.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0041s	false
ScalObject-rdq.09.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0043s	false
ScalObject-rdq.10.log	atomic-queue	Enumerate+C	20	2.0 ± 0.9	5.5006s	false
ScalObject-rdq.10.log	atomic-queue	Counting(4)	20	2.0 ± 0.9	1.0129s	false
ScalObject-rdq.10.log	atomic-queue	Counting(4)+R	20	2.0 ± 0.9	0.6849s	false
ScalObject-rdq.10.log	atomic-queue	Counting(2)	20	2.0 ± 0.9	1.3834s	false
ScalObject-rdq.10.log	atomic-queue	Counting(2)+R	20	2.0 ± 0.9	0.8828s	false
ScalObject-rdq.10.log	atomic-queue	Counting(0)	20	2.0 ± 0.9	1.8535s	false
ScalObject-rdq.10.log	atomic-queue	Counting(0)+R	20	2.0 ± 0.9	1.0876s	false
ScalObject-rdq.10.log	atomic-queue	Symbolic	20	2.0 ± 0.9	0.6521s	false
ScalObject-rdq.10.log	atomic-queue	Symbolic+R	20	2.0 ± 0.9	0.4576s	false
ScalObject-rdq.10.log	atomic-queue	Saturate	20	2.0 ± 0.9	0.0052s	false
ScalObject-rdq.10.log	atomic-queue	Saturate+R	20	2.0 ± 0.9	0.006s	false
ScalObject-rdq.11.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.325s	false
ScalObject-rdq.11.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.7199s	false
ScalObject-rdq.11.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.415s	false
ScalObject-rdq.11.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.9356s	false
ScalObject-rdq.11.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.5832s	false
ScalObject-rdq.11.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	0.962s	false
ScalObject-rdq.11.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.5721s	false
ScalObject-rdq.11.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.2552s	false
ScalObject-rdq.11.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1873s	false
ScalObject-rdq.11.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0068s	false
ScalObject-rdq.11.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0072s	false
ScalObject-rdq.12.log	atomic-queue	Enumerate+C	20	1.5 ± 0.7	0.8377s	false
ScalObject-rdq.12.log	atomic-queue	Counting(4)	20	1.5 ± 0.7	0.7069s	false
ScalObject-rdq.12.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.7	0.2302s	false
ScalObject-rdq.12.log	atomic-queue	Counting(2)	20	1.5 ± 0.7	0.8904s	false
ScalObject-rdq.12.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.7	0.2745s	false
ScalObject-rdq.12.log	atomic-queue	Counting(0)	20	1.5 ± 0.7	1.1039s	false
ScalObject-rdq.12.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.7	0.2616s	false
ScalObject-rdq.12.log	atomic-queue	Symbolic	20	1.5 ± 0.7	0.3489s	false
ScalObject-rdq.12.log	atomic-queue	Symbolic+R	20	1.5 ± 0.7	0.0824s	false
ScalObject-rdq.12.log	atomic-queue	Saturate	20	1.5 ± 0.7	0.0049s	false
ScalObject-rdq.12.log	atomic-queue	Saturate+R	20	1.5 ± 0.7	0.0047s	false
ScalObject-rdq.13.log	atomic-queue	Enumerate+C	20	2.0 ± 0.9	3.7902s	false
ScalObject-rdq.13.log	atomic-queue	Counting(4)	20	2.0 ± 0.9	1.0494s	false
ScalObject-rdq.13.log	atomic-queue	Counting(4)+R	20	2.0 ± 0.9	0.6282s	false
ScalObject-rdq.13.log	atomic-queue	Counting(2)	20	2.0 ± 0.9	1.6553s	false
ScalObject-rdq.13.log	atomic-queue	Counting(2)+R	20	2.0 ± 0.9	0.6554s	false
ScalObject-rdq.13.log	atomic-queue	Counting(0)	20	2.0 ± 0.9	1.5583s	false
ScalObject-rdq.13.log	atomic-queue	Counting(0)+R	20	2.0 ± 0.9	0.7759s	false
ScalObject-rdq.13.log	atomic-queue	Symbolic	20	2.0 ± 0.9	0.6859s	false
ScalObject-rdq.13.log	atomic-queue	Symbolic+R	20	2.0 ± 0.9	0.3393s	false
ScalObject-rdq.13.log	atomic-queue	Saturate	20	2.0 ± 0.9	0.0066s	false
ScalObject-rdq.13.log	atomic-queue	Saturate+R	20	2.0 ± 0.9	0.0063s	false
ScalObject-rdq.14.log	atomic-queue	Enumerate+C	20	1.8 ± 0.4	1.0384s	false
ScalObject-rdq.14.log	atomic-queue	Counting(4)	20	1.8 ± 0.4	0.7045s	false
ScalObject-rdq.14.log	atomic-queue	Counting(4)+R	20	1.8 ± 0.4	0.524s	false
ScalObject-rdq.14.log	atomic-queue	Counting(2)	20	1.8 ± 0.4	0.7983s	false
ScalObject-rdq.14.log	atomic-queue	Counting(2)+R	20	1.8 ± 0.4	0.7294s	false
