# data/reports/report-Feb-26-2015-00h13.txt
Generating reports for data/histories/generated/small/**/*.log
-------------------------------------------------------------------------------
             data/histories/generated/small/**/*.log (timeout 10s)             
-------------------------------------------------------------------------------
history                 | algorithm | r | ste | che | widt | weig | time    | v
ScalObject-wfq11.13.log | Bound(4)  | √ | 20  | 10  | 1.9  | 3.2  | 0.3617  | -
ScalObject-wfq11.13.log | Bound(2)  | - | 20  | 10  | 1.9  | 4.7  | 1.2807  | -
ScalObject-wfq11.13.log | Bound(2)  | √ | 20  | 10  | 1.9  | 3.2  | 0.3619  | -
ScalObject-wfq11.13.log | Bound(0)  | - | 20  | 10  | 1.9  | 4.7  | 1.3035  | -
ScalObject-wfq11.13.log | Bound(0)  | √ | 20  | 10  | 1.9  | 3.2  | 0.4362  | -
ScalObject-wfq11.13.log | Symbolic  | - | 20  | 10  | 1.9  | 4.7  | 0.4924  | -
ScalObject-wfq11.13.log | Symbolic  | √ | 20  | 10  | 1.9  | 3.2  | 0.179   | -
ScalObject-wfq11.13.log | Saturate  | - | 20  | 10  | 1.9  | 4.7  | 0.0047  | -
ScalObject-wfq11.13.log | Saturate  | √ | 20  | 10  | 1.9  | 3.2  | 0.0048  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.14.log | Enumerate | - | 20  | 10  | 1.9  | 4.6  | 3.7607  | -
ScalObject-wfq11.14.log | Bound(4)  | - | 20  | 10  | 1.9  | 4.6  | 0.8372  | -
ScalObject-wfq11.14.log | Bound(4)  | √ | 20  | 10  | 1.9  | 3.5  | 0.3191  | -
ScalObject-wfq11.14.log | Bound(2)  | - | 20  | 10  | 1.9  | 4.6  | 1.0773  | -
ScalObject-wfq11.14.log | Bound(2)  | √ | 20  | 10  | 1.9  | 3.5  | 0.3434  | -
ScalObject-wfq11.14.log | Bound(0)  | - | 20  | 10  | 1.9  | 4.6  | 1.0113  | -
ScalObject-wfq11.14.log | Bound(0)  | √ | 20  | 10  | 1.9  | 3.5  | 0.3982  | -
ScalObject-wfq11.14.log | Symbolic  | - | 20  | 10  | 1.9  | 4.6  | 0.4949  | -
ScalObject-wfq11.14.log | Symbolic  | √ | 20  | 10  | 1.9  | 3.5  | 0.1728  | -
ScalObject-wfq11.14.log | Saturate  | - | 20  | 10  | 1.9  | 4.6  | 0.0058  | -
ScalObject-wfq11.14.log | Saturate  | √ | 20  | 10  | 1.9  | 3.5  | 0.0062  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.15.log | Enumerate | - | 20  | 10  | 1.5  | 3.9  | 0.3392  | -
ScalObject-wfq11.15.log | Bound(4)  | - | 20  | 10  | 1.5  | 3.9  | 0.6904  | -
ScalObject-wfq11.15.log | Bound(4)  | √ | 20  | 10  | 1.5  | 3.0  | 0.3131  | -
ScalObject-wfq11.15.log | Bound(2)  | - | 20  | 10  | 1.5  | 3.9  | 0.8265  | -
ScalObject-wfq11.15.log | Bound(2)  | √ | 20  | 10  | 1.5  | 3.0  | 0.3385  | -
ScalObject-wfq11.15.log | Bound(0)  | - | 20  | 10  | 1.5  | 3.9  | 1.3164  | -
ScalObject-wfq11.15.log | Bound(0)  | √ | 20  | 10  | 1.5  | 3.0  | 0.3648  | -
ScalObject-wfq11.15.log | Symbolic  | - | 20  | 10  | 1.5  | 3.9  | 0.331   | -
ScalObject-wfq11.15.log | Symbolic  | √ | 20  | 10  | 1.5  | 3.0  | 0.129   | -
ScalObject-wfq11.15.log | Saturate  | - | 20  | 10  | 1.5  | 3.9  | 0.0059  | -
ScalObject-wfq11.15.log | Saturate  | √ | 20  | 10  | 1.5  | 3.0  | 0.0056  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.16.log | Enumerate | - | 20  | 10  | 2.1  | 5.4  | 2.3174  | -
ScalObject-wfq11.16.log | Bound(4)  | - | 20  | 10  | 2.1  | 5.4  | 0.7613  | -
ScalObject-wfq11.16.log | Bound(4)  | √ | 20  | 10  | 2.1  | 4.0  | 0.4537  | -
ScalObject-wfq11.16.log | Bound(2)  | - | 20  | 10  | 2.1  | 5.4  | 0.8964  | -
ScalObject-wfq11.16.log | Bound(2)  | √ | 20  | 10  | 2.1  | 4.0  | 0.4812  | -
ScalObject-wfq11.16.log | Bound(0)  | - | 20  | 10  | 2.1  | 5.4  | 1.0815  | -
ScalObject-wfq11.16.log | Bound(0)  | √ | 20  | 10  | 2.1  | 4.0  | 0.4873  | -
ScalObject-wfq11.16.log | Symbolic  | - | 20  | 10  | 2.1  | 5.4  | 0.453   | -
ScalObject-wfq11.16.log | Symbolic  | √ | 20  | 10  | 2.1  | 4.0  | 0.2672  | -
ScalObject-wfq11.16.log | Saturate  | - | 20  | 10  | 2.1  | 5.4  | 0.0068  | -
ScalObject-wfq11.16.log | Saturate  | √ | 20  | 10  | 2.1  | 4.0  | 0.0072  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.17.log | Enumerate | - | 20  | 10  | 2.0  | 4.6  | 1.8575  | -
ScalObject-wfq11.17.log | Bound(4)  | - | 20  | 10  | 2.0  | 4.6  | 0.7618  | -
ScalObject-wfq11.17.log | Bound(4)  | √ | 20  | 10  | 2.0  | 3.9  | 0.4316  | -
ScalObject-wfq11.17.log | Bound(2)  | - | 20  | 10  | 2.0  | 4.6  | 0.9432  | -
ScalObject-wfq11.17.log | Bound(2)  | √ | 20  | 10  | 2.0  | 3.9  | 0.4256  | -
ScalObject-wfq11.17.log | Bound(0)  | - | 20  | 10  | 2.0  | 4.6  | 1.2056  | -
ScalObject-wfq11.17.log | Bound(0)  | √ | 20  | 10  | 2.0  | 3.9  | 0.4612  | -
ScalObject-wfq11.17.log | Symbolic  | - | 20  | 10  | 2.0  | 4.6  | 0.4253  | -
ScalObject-wfq11.17.log | Symbolic  | √ | 20  | 10  | 2.0  | 3.9  | 0.2279  | -
ScalObject-wfq11.17.log | Saturate  | - | 20  | 10  | 2.0  | 4.6  | 0.0072  | -
ScalObject-wfq11.17.log | Saturate  | √ | 20  | 10  | 2.0  | 3.9  | 0.0062  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.18.log | Enumerate | - | 20  | 10  | 2.2  | 4.3  | 3.8712  | -
ScalObject-wfq11.18.log | Bound(4)  | - | 20  | 10  | 2.2  | 4.3  | 0.8058  | -
ScalObject-wfq11.18.log | Bound(4)  | √ | 20  | 10  | 2.2  | 3.5  | 0.3706  | -
ScalObject-wfq11.18.log | Bound(2)  | - | 20  | 10  | 2.2  | 4.3  | 0.8351  | -
ScalObject-wfq11.18.log | Bound(2)  | √ | 20  | 10  | 2.2  | 3.5  | 0.3787  | -
ScalObject-wfq11.18.log | Bound(0)  | - | 20  | 10  | 2.2  | 4.3  | 1.097   | -
ScalObject-wfq11.18.log | Bound(0)  | √ | 20  | 10  | 2.2  | 3.5  | 0.4165  | -
ScalObject-wfq11.18.log | Symbolic  | - | 20  | 10  | 2.2  | 4.3  | 0.4392  | -
ScalObject-wfq11.18.log | Symbolic  | √ | 20  | 10  | 2.2  | 3.5  | 0.1725  | -
ScalObject-wfq11.18.log | Saturate  | - | 20  | 10  | 2.2  | 4.3  | 0.0066  | -
ScalObject-wfq11.18.log | Saturate  | √ | 20  | 10  | 2.2  | 3.5  | 0.0062  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.19.log | Enumerate | - | 20  | 10  | 2.1  | 4.5  | 6.1264  | -
ScalObject-wfq11.19.log | Bound(4)  | - | 20  | 10  | 2.1  | 4.5  | 0.9303  | -
ScalObject-wfq11.19.log | Bound(4)  | √ | 20  | 10  | 2.1  | 2.8  | 0.3728  | -
ScalObject-wfq11.19.log | Bound(2)  | - | 20  | 10  | 2.1  | 4.5  | 1.0664  | -
ScalObject-wfq11.19.log | Bound(2)  | √ | 20  | 10  | 2.1  | 2.8  | 0.3561  | -
ScalObject-wfq11.19.log | Bound(0)  | - | 20  | 10  | 2.1  | 4.5  | 1.662   | -
ScalObject-wfq11.19.log | Bound(0)  | √ | 20  | 10  | 2.1  | 2.8  | 0.3926  | -
ScalObject-wfq11.19.log | Symbolic  | - | 20  | 10  | 2.1  | 4.5  | 0.6664  | -
ScalObject-wfq11.19.log | Symbolic  | √ | 20  | 10  | 2.1  | 2.8  | 0.1932  | -
ScalObject-wfq11.19.log | Saturate  | - | 20  | 10  | 2.1  | 4.5  | 0.005   | -
ScalObject-wfq11.19.log | Saturate  | √ | 20  | 10  | 2.1  | 2.8  | 0.0047  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.20.log | Enumerate | - | 20  | 10  | 2.3  | 4.7  | 2.7825  | -
ScalObject-wfq11.20.log | Bound(4)  | - | 20  | 10  | 2.3  | 4.7  | 0.9144  | -
ScalObject-wfq11.20.log | Bound(4)  | √ | 20  | 10  | 2.3  | 2.9  | 0.3779  | -
ScalObject-wfq11.20.log | Bound(2)  | - | 20  | 10  | 2.3  | 4.7  | 0.9567  | -
ScalObject-wfq11.20.log | Bound(2)  | √ | 20  | 10  | 2.3  | 2.9  | 0.3939  | -
ScalObject-wfq11.20.log | Bound(0)  | - | 20  | 10  | 2.3  | 4.7  | 1.5398  | -
ScalObject-wfq11.20.log | Bound(0)  | √ | 20  | 10  | 2.3  | 2.9  | 0.4521  | -
ScalObject-wfq11.20.log | Symbolic  | - | 20  | 10  | 2.3  | 4.7  | 0.6866  | -
ScalObject-wfq11.20.log | Symbolic  | √ | 20  | 10  | 2.3  | 2.9  | 0.2246  | -
ScalObject-wfq11.20.log | Saturate  | - | 20  | 10  | 2.3  | 4.7  | 0.0055  | -
ScalObject-wfq11.20.log | Saturate  | √ | 20  | 10  | 2.3  | 2.9  | 0.0046  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.21.log | Enumerate | - | 20  | 10  | 2.7  | 5.1  | 1.1679  | -
ScalObject-wfq11.21.log | Bound(4)  | - | 20  | 10  | 2.7  | 5.1  | 0.9405  | -
ScalObject-wfq11.21.log | Bound(4)  | √ | 20  | 10  | 2.7  | 4.6  | 0.585   | -
ScalObject-wfq11.21.log | Bound(2)  | - | 20  | 10  | 2.7  | 5.1  | 0.9025  | -
ScalObject-wfq11.21.log | Bound(2)  | √ | 20  | 10  | 2.7  | 4.6  | 0.5888  | -
ScalObject-wfq11.21.log | Bound(0)  | - | 20  | 10  | 2.7  | 5.1  | 1.2243  | -
ScalObject-wfq11.21.log | Bound(0)  | √ | 20  | 10  | 2.7  | 4.6  | 0.6661  | -
ScalObject-wfq11.21.log | Symbolic  | - | 20  | 10  | 2.7  | 5.1  | 0.6376  | -
ScalObject-wfq11.21.log | Symbolic  | √ | 20  | 10  | 2.7  | 4.6  | 0.3568  | -
ScalObject-wfq11.21.log | Saturate  | - | 20  | 10  | 2.7  | 5.1  | 0.0071  | -
ScalObject-wfq11.21.log | Saturate  | √ | 20  | 10  | 2.7  | 4.6  | 0.0079  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.22.log | Enumerate | - | 20  | 10  | 1.7  | 4.5  | 0.8695  | -
ScalObject-wfq11.22.log | Bound(4)  | - | 20  | 10  | 1.7  | 4.5  | 0.7934  | -
ScalObject-wfq11.22.log | Bound(4)  | √ | 20  | 10  | 1.7  | 2.2  | 0.3152  | -
ScalObject-wfq11.22.log | Bound(2)  | - | 20  | 10  | 1.7  | 4.5  | 1.1042  | -
ScalObject-wfq11.22.log | Bound(2)  | √ | 20  | 10  | 1.7  | 2.2  | 0.3232  | -
ScalObject-wfq11.22.log | Bound(0)  | - | 20  | 10  | 1.7  | 4.5  | 1.1901  | -
ScalObject-wfq11.22.log | Bound(0)  | √ | 20  | 10  | 1.7  | 2.2  | 0.3272  | -
ScalObject-wfq11.22.log | Symbolic  | - | 20  | 10  | 1.7  | 4.5  | 0.5559  | -
ScalObject-wfq11.22.log | Symbolic  | √ | 20  | 10  | 1.7  | 2.2  | 0.1583  | -
ScalObject-wfq11.22.log | Saturate  | - | 20  | 10  | 1.7  | 4.5  | 0.0045  | -
ScalObject-wfq11.22.log | Saturate  | √ | 20  | 10  | 1.7  | 2.2  | 0.0045  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.23.log | Enumerate | - | 20  | 10  | 2.0  | 4.3  | 1.942   | -
ScalObject-wfq11.23.log | Bound(4)  | - | 20  | 10  | 2.0  | 4.3  | 0.921   | -
ScalObject-wfq11.23.log | Bound(4)  | √ | 20  | 10  | 2.0  | 3.1  | 0.3683  | -
ScalObject-wfq11.23.log | Bound(2)  | - | 20  | 10  | 2.0  | 4.3  | 1.0706  | -
ScalObject-wfq11.23.log | Bound(2)  | √ | 20  | 10  | 2.0  | 3.1  | 0.4048  | -
ScalObject-wfq11.23.log | Bound(0)  | - | 20  | 10  | 2.0  | 4.3  | 1.4385  | -
ScalObject-wfq11.23.log | Bound(0)  | √ | 20  | 10  | 2.0  | 3.1  | 0.4699  | -
ScalObject-wfq11.23.log | Symbolic  | - | 20  | 10  | 2.0  | 4.3  | 0.5511  | -
ScalObject-wfq11.23.log | Symbolic  | √ | 20  | 10  | 2.0  | 3.1  | 0.2068  | -
ScalObject-wfq11.23.log | Saturate  | - | 20  | 10  | 2.0  | 4.3  | 0.0051  | -
ScalObject-wfq11.23.log | Saturate  | √ | 20  | 10  | 2.0  | 3.1  | 0.0051  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.24.log | Enumerate | - | 20  | 10  | 1.7  | 4.4  | 1.9816  | -
ScalObject-wfq11.24.log | Bound(4)  | - | 20  | 10  | 1.7  | 4.4  | 0.8991  | -
ScalObject-wfq11.24.log | Bound(4)  | √ | 20  | 10  | 1.7  | 3.0  | 0.4288  | -
ScalObject-wfq11.24.log | Bound(2)  | - | 20  | 10  | 1.7  | 4.4  | 0.9827  | -
ScalObject-wfq11.24.log | Bound(2)  | √ | 20  | 10  | 1.7  | 3.0  | 0.4477  | -
ScalObject-wfq11.24.log | Bound(0)  | - | 20  | 10  | 1.7  | 4.4  | 1.1123  | -
ScalObject-wfq11.24.log | Bound(0)  | √ | 20  | 10  | 1.7  | 3.0  | 0.5478  | -
ScalObject-wfq11.24.log | Symbolic  | - | 20  | 10  | 1.7  | 4.4  | 0.5846  | -
ScalObject-wfq11.24.log | Symbolic  | √ | 20  | 10  | 1.7  | 3.0  | 0.2651  | -
ScalObject-wfq11.24.log | Saturate  | - | 20  | 10  | 1.7  | 4.4  | 0.007   | -
ScalObject-wfq11.24.log | Saturate  | √ | 20  | 10  | 1.7  | 3.0  | 0.0052  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.25.log | Enumerate | - | 19  | 9   | 3.2  | 5.1  | 10.0076 | -
ScalObject-wfq11.25.log | Bound(4)  | - | 20  | 10  | 3.1  | 5.3  | 1.0622  | -
ScalObject-wfq11.25.log | Bound(4)  | √ | 20  | 10  | 3.1  | 4.1  | 0.5386  | -
ScalObject-wfq11.25.log | Bound(2)  | - | 20  | 10  | 3.1  | 5.3  | 1.3103  | -
ScalObject-wfq11.25.log | Bound(2)  | √ | 20  | 10  | 3.1  | 4.1  | 0.5513  | -
ScalObject-wfq11.25.log | Bound(0)  | - | 20  | 10  | 3.1  | 5.3  | 1.5918  | -
ScalObject-wfq11.25.log | Bound(0)  | √ | 20  | 10  | 3.1  | 4.1  | 0.5763  | -
ScalObject-wfq11.25.log | Symbolic  | - | 20  | 10  | 3.1  | 5.3  | 0.7766  | -
ScalObject-wfq11.25.log | Symbolic  | √ | 20  | 10  | 3.1  | 4.1  | 0.3243  | -
ScalObject-wfq11.25.log | Saturate  | - | 20  | 10  | 3.1  | 5.3  | 0.0053  | -
ScalObject-wfq11.25.log | Saturate  | √ | 20  | 10  | 3.1  | 4.1  | 0.0054  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.26.log | Enumerate | - | 20  | 10  | 2.4  | 5.0  | 8.3715  | -
ScalObject-wfq11.26.log | Bound(4)  | - | 20  | 10  | 2.4  | 5.0  | 1.1441  | -
ScalObject-wfq11.26.log | Bound(4)  | √ | 20  | 10  | 2.4  | 4.8  | 0.9896  | -
ScalObject-wfq11.26.log | Bound(2)  | - | 20  | 10  | 2.4  | 5.0  | 1.5225  | -
ScalObject-wfq11.26.log | Bound(2)  | √ | 20  | 10  | 2.4  | 4.8  | 1.294   | -
ScalObject-wfq11.26.log | Bound(0)  | - | 20  | 10  | 2.4  | 5.0  | 1.2404  | -
ScalObject-wfq11.26.log | Bound(0)  | √ | 20  | 10  | 2.4  | 4.8  | 0.9555  | -
ScalObject-wfq11.26.log | Symbolic  | - | 20  | 10  | 2.4  | 5.0  | 0.7538  | -
ScalObject-wfq11.26.log | Symbolic  | √ | 20  | 10  | 2.4  | 4.8  | 0.6712  | -
ScalObject-wfq11.26.log | Saturate  | - | 20  | 10  | 2.4  | 5.0  | 0.0054  | -
ScalObject-wfq11.26.log | Saturate  | √ | 20  | 10  | 2.4  | 4.8  | 0.0066  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.27.log | Enumerate | - | 20  | 10  | 1.8  | 5.1  | 1.6385  | -
ScalObject-wfq11.27.log | Bound(4)  | - | 20  | 10  | 1.8  | 5.1  | 0.7506  | -
ScalObject-wfq11.27.log | Bound(4)  | √ | 20  | 10  | 1.8  | 3.3  | 0.3647  | -
ScalObject-wfq11.27.log | Bound(2)  | - | 20  | 10  | 1.8  | 5.1  | 1.0239  | -
ScalObject-wfq11.27.log | Bound(2)  | √ | 20  | 10  | 1.8  | 3.3  | 0.3824  | -
ScalObject-wfq11.27.log | Bound(0)  | - | 20  | 10  | 1.8  | 5.1  | 1.0588  | -
ScalObject-wfq11.27.log | Bound(0)  | √ | 20  | 10  | 1.8  | 3.3  | 0.4027  | -
ScalObject-wfq11.27.log | Symbolic  | - | 20  | 10  | 1.8  | 5.1  | 0.5442  | -
ScalObject-wfq11.27.log | Symbolic  | √ | 20  | 10  | 1.8  | 3.3  | 0.1806  | -
ScalObject-wfq11.27.log | Saturate  | - | 20  | 10  | 1.8  | 5.1  | 0.0064  | -
ScalObject-wfq11.27.log | Saturate  | √ | 20  | 10  | 1.8  | 3.3  | 0.0064  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.28.log | Enumerate | - | 20  | 10  | 2.5  | 5.3  | 4.7243  | -
ScalObject-wfq11.28.log | Bound(4)  | - | 20  | 10  | 2.5  | 5.3  | 0.8372  | -
ScalObject-wfq11.28.log | Bound(4)  | √ | 20  | 10  | 2.5  | 5.3  | 0.8644  | -
ScalObject-wfq11.28.log | Bound(2)  | - | 20  | 10  | 2.5  | 5.3  | 0.9871  | -
ScalObject-wfq11.28.log | Bound(2)  | √ | 20  | 10  | 2.5  | 5.3  | 0.9873  | -
ScalObject-wfq11.28.log | Bound(0)  | - | 20  | 10  | 2.5  | 5.3  | 1.3979  | -
ScalObject-wfq11.28.log | Bound(0)  | √ | 20  | 10  | 2.5  | 5.3  | 1.4117  | -
ScalObject-wfq11.28.log | Symbolic  | - | 20  | 10  | 2.5  | 5.3  | 0.7115  | -
ScalObject-wfq11.28.log | Symbolic  | √ | 20  | 10  | 2.5  | 5.3  | 0.7255  | -
ScalObject-wfq11.28.log | Saturate  | - | 20  | 10  | 2.5  | 5.3  | 0.008   | -
ScalObject-wfq11.28.log | Saturate  | √ | 20  | 10  | 2.5  | 5.3  | 0.007   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.29.log | Enumerate | - | 20  | 10  | 2.0  | 5.3  | 3.2951  | -
ScalObject-wfq11.29.log | Bound(4)  | - | 20  | 10  | 2.0  | 5.3  | 0.7637  | -
ScalObject-wfq11.29.log | Bound(4)  | √ | 20  | 10  | 2.0  | 3.4  | 0.332   | -
ScalObject-wfq11.29.log | Bound(2)  | - | 20  | 10  | 2.0  | 5.3  | 0.961   | -
ScalObject-wfq11.29.log | Bound(2)  | √ | 20  | 10  | 2.0  | 3.4  | 0.3755  | -
ScalObject-wfq11.29.log | Bound(0)  | - | 20  | 10  | 2.0  | 5.3  | 1.0641  | -
ScalObject-wfq11.29.log | Bound(0)  | √ | 20  | 10  | 2.0  | 3.4  | 0.3784  | -
ScalObject-wfq11.29.log | Symbolic  | - | 20  | 10  | 2.0  | 5.3  | 0.4691  | -
ScalObject-wfq11.29.log | Symbolic  | √ | 20  | 10  | 2.0  | 3.4  | 0.1767  | -
ScalObject-wfq11.29.log | Saturate  | - | 20  | 10  | 2.0  | 5.3  | 0.0065  | -
ScalObject-wfq11.29.log | Saturate  | √ | 20  | 10  | 2.0  | 3.4  | 0.006   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.30.log | Enumerate | - | 20  | 10  | 1.3  | 4.6  | 0.6587  | -
ScalObject-wfq11.30.log | Bound(4)  | - | 20  | 10  | 1.3  | 4.6  | 0.6552  | -
ScalObject-wfq11.30.log | Bound(4)  | √ | 20  | 10  | 1.3  | 1.4  | 0.1991  | -
ScalObject-wfq11.30.log | Bound(2)  | - | 20  | 10  | 1.3  | 4.6  | 0.9688  | -
ScalObject-wfq11.30.log | Bound(2)  | √ | 20  | 10  | 1.3  | 1.4  | 0.1818  | -
ScalObject-wfq11.30.log | Bound(0)  | - | 20  | 10  | 1.3  | 4.6  | 0.9411  | -
ScalObject-wfq11.30.log | Bound(0)  | √ | 20  | 10  | 1.3  | 1.4  | 0.2202  | -
ScalObject-wfq11.30.log | Symbolic  | - | 20  | 10  | 1.3  | 4.6  | 0.3406  | -
ScalObject-wfq11.30.log | Symbolic  | √ | 20  | 10  | 1.3  | 1.4  | 0.0531  | -
ScalObject-wfq11.30.log | Saturate  | - | 20  | 10  | 1.3  | 4.6  | 0.0044  | -
ScalObject-wfq11.30.log | Saturate  | √ | 20  | 10  | 1.3  | 1.4  | 0.0037  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.31.log | Enumerate | - | 20  | 10  | 2.1  | 4.9  | 0.3507  | -
ScalObject-wfq11.31.log | Bound(4)  | - | 20  | 10  | 2.1  | 4.9  | 0.7212  | -
ScalObject-wfq11.31.log | Bound(4)  | √ | 20  | 10  | 2.1  | 4.3  | 0.3771  | -
ScalObject-wfq11.31.log | Bound(2)  | - | 20  | 10  | 2.1  | 4.9  | 0.7372  | -
ScalObject-wfq11.31.log | Bound(2)  | √ | 20  | 10  | 2.1  | 4.3  | 0.3963  | -
ScalObject-wfq11.31.log | Bound(0)  | - | 20  | 10  | 2.1  | 4.9  | 1.0132  | -
ScalObject-wfq11.31.log | Bound(0)  | √ | 20  | 10  | 2.1  | 4.3  | 0.4391  | -
ScalObject-wfq11.31.log | Symbolic  | - | 20  | 10  | 2.1  | 4.9  | 0.4338  | -
ScalObject-wfq11.31.log | Symbolic  | √ | 20  | 10  | 2.1  | 4.3  | 0.195   | -
ScalObject-wfq11.31.log | Saturate  | - | 20  | 10  | 2.1  | 4.9  | 0.0071  | -
ScalObject-wfq11.31.log | Saturate  | √ | 20  | 10  | 2.1  | 4.3  | 0.0075  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.32.log | Enumerate | - | 20  | 10  | 2.0  | 4.8  | 0.3711  | -
ScalObject-wfq11.32.log | Bound(4)  | - | 20  | 10  | 2.0  | 4.8  | 0.8406  | -
ScalObject-wfq11.32.log | Bound(4)  | √ | 20  | 10  | 2.0  | 2.6  | 0.2813  | -
ScalObject-wfq11.32.log | Bound(2)  | - | 20  | 10  | 2.0  | 4.8  | 1.0512  | -
ScalObject-wfq11.32.log | Bound(2)  | √ | 20  | 10  | 2.0  | 2.6  | 0.3039  | -
ScalObject-wfq11.32.log | Bound(0)  | - | 20  | 10  | 2.0  | 4.8  | 1.2822  | -
ScalObject-wfq11.32.log | Bound(0)  | √ | 20  | 10  | 2.0  | 2.6  | 0.3369  | -
ScalObject-wfq11.32.log | Symbolic  | - | 20  | 10  | 2.0  | 4.8  | 0.6319  | -
ScalObject-wfq11.32.log | Symbolic  | √ | 20  | 10  | 2.0  | 2.6  | 0.1398  | -
ScalObject-wfq11.32.log | Saturate  | - | 20  | 10  | 2.0  | 4.8  | 0.0044  | -
ScalObject-wfq11.32.log | Saturate  | √ | 20  | 10  | 2.0  | 2.6  | 0.0038  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.33.log | Enumerate | - | 20  | 10  | 2.7  | 4.7  | 10.0126 | -
ScalObject-wfq11.33.log | Bound(4)  | - | 20  | 10  | 2.7  | 4.7  | 0.9596  | -
ScalObject-wfq11.33.log | Bound(4)  | √ | 20  | 10  | 2.7  | 4.4  | 0.6159  | -
ScalObject-wfq11.33.log | Bound(2)  | - | 20  | 10  | 2.7  | 4.7  | 1.237   | -
ScalObject-wfq11.33.log | Bound(2)  | √ | 20  | 10  | 2.7  | 4.4  | 0.77    | -
ScalObject-wfq11.33.log | Bound(0)  | - | 20  | 10  | 2.7  | 4.7  | 1.4301  | -
ScalObject-wfq11.33.log | Bound(0)  | √ | 20  | 10  | 2.7  | 4.4  | 0.6369  | -
ScalObject-wfq11.33.log | Symbolic  | - | 20  | 10  | 2.7  | 4.7  | 0.7848  | -
ScalObject-wfq11.33.log | Symbolic  | √ | 20  | 10  | 2.7  | 4.4  | 0.3274  | -
ScalObject-wfq11.33.log | Saturate  | - | 20  | 10  | 2.7  | 4.7  | 0.0062  | -
ScalObject-wfq11.33.log | Saturate  | √ | 20  | 10  | 2.7  | 4.4  | 0.0078  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.34.log | Enumerate | - | 20  | 10  | 1.4  | 4.2  | 0.3371  | -
ScalObject-wfq11.34.log | Bound(4)  | - | 20  | 10  | 1.4  | 4.2  | 0.7252  | -
ScalObject-wfq11.34.log | Bound(4)  | √ | 20  | 10  | 1.4  | 1.4  | 0.198   | -
ScalObject-wfq11.34.log | Bound(2)  | - | 20  | 10  | 1.4  | 4.2  | 0.9222  | -
ScalObject-wfq11.34.log | Bound(2)  | √ | 20  | 10  | 1.4  | 1.4  | 0.2021  | -
ScalObject-wfq11.34.log | Bound(0)  | - | 20  | 10  | 1.4  | 4.2  | 1.1835  | -
ScalObject-wfq11.34.log | Bound(0)  | √ | 20  | 10  | 1.4  | 1.4  | 0.2025  | -
ScalObject-wfq11.34.log | Symbolic  | - | 20  | 10  | 1.4  | 4.2  | 0.3965  | -
ScalObject-wfq11.34.log | Symbolic  | √ | 20  | 10  | 1.4  | 1.4  | 0.0691  | -
ScalObject-wfq11.34.log | Saturate  | - | 20  | 10  | 1.4  | 4.2  | 0.0037  | -
ScalObject-wfq11.34.log | Saturate  | √ | 20  | 10  | 1.4  | 1.4  | 0.0038  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-wfq11.35.log | Enumerate | - | 20  | 10  | 2.8  | 5.8  | 10.0093 | -
ScalObject-wfq11.35.log | Bound(4)  | - | 20  | 10  | 2.8  | 5.8  | 1.126   | -
ScalObject-wfq11.35.log | Bound(4)  | √ | 20  | 10  | 2.8  | 4.2  | 0.5633  | -
ScalObject-wfq11.35.log | Bound(2)  | - | 20  | 10  | 2.8  | 5.8  | 1.092   | -
ScalObject-wfq11.35.log | Bound(2)  | √ | 20  | 10  | 2.8  | 4.2  | 0.5853  | -
ScalObject-wfq11.35.log | Bound(0)  | - | 20  | 10  | 2.8  | 5.8  | 1.2656  | -
ScalObject-wfq11.35.log | Bound(0)  | √ | 20  | 10  | 2.8  | 4.2  | 0.5725  | -
